Row Labels,Sum of Total_sales 
Sun Bicycles ElectroLite - 2017,3119.98
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
139,5999.98
Trek Remedy 7 27.5 - 2018,5999.98
302,449.99
Electra Townie Original 1 - 2018,449.99
1492,759.98
37,759.98
Haro Flightline One ST - 2017,759.98
1493,429.99
230,429.99
Electra Cruiser Lux 1 Ladies' - 2018,429.99
1494,2859.94
178,1499.98
Trek Domane AL 2 - 2018,1499.98
230,859.98
Electra Cruiser Lux 1 Ladies' - 2018,859.98
264,499.98
Strider Sport 16 - 2018,499.98
1495,4838.96
137,2599
Heller Shagamaw GX1 - 2018,2599
292,739.98
Electra Sweet Ride 3i (20-inch) - Girls' - 2018,739.98
308,1499.98
Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1499.98
1496,4829.93
214,899.99
Electra Tiger Shark 3i - 2018,899.99
224,959.98
Electra Cruiser Lux 7D - 2018,959.98
225,1919.98
Electra Delivery 3i - 2016/2017/2018,1919.98
248,599.99
Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99
302,449.99
Electra Townie Original 1 - 2018,449.99
1497,16399.94
141,3199.98
Trek Stache 5 - 2018,3199.98
198,5999.98
Electra Townie Commute Go! - 2018,5999.98
204,7199.98
Trek Super Commuter+ 7 - 2018,7199.98
1498,4799.97
172,3199.99
Trek Domane ALR Disc Frameset - 2018,3199.99
260,1599.98
Electra Townie Balloon 3i EQ Ladies' - 2018,1599.98
1499,9740.93
2,749.99
Ritchey Timberwolf Frameset - 2016,749.99
110,470.99
Sun Bicycles Drifter 7 - 2017,470.99
171,6399.98
Trek Domane SL 6 - 2018,6399.98
208,1799.99
Trek Crockett 5 Disc - 2018,1799.99
268,319.98
Trek Kickster - 2018,319.98
1500,3259.97
41,2939.98
Haro Shift R3 - 2017,2939.98
293,319.99
Electra Tiger Shark 1 (20-inch) - Boys' - 2018,319.99
1501,3569.96
15,529.99
Electra Moto 1 - 2016,529.99
67,250.99
Sun Bicycles Revolutions 24 - Girl's - 2017,250.99
210,1549
Surly Straggler - 2018,1549
219,639.99
Electra Moto 3i - 2018,639.99
248,599.99
Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99
1502,4217.94
19,898
Pure Cycles William 3-Speed - 2016,898
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
231,1059.98
Electra Cruiser Lux 3i Ladies' - 2018,1059.98
255,899.99
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99
268,159.99
Trek Kickster - 2018,159.99
1503,1809.97
217,909.99
Electra Straight 8 3i - 2018,909.99
302,899.98
Electra Townie Original 1 - 2018,899.98
1504,319.99
276,319.99
Trek Precaliber 24 (7-Speed) - Boys - 2018,319.99
1505,12759.94
24,1099.98
Electra Townie Original 21D - 2016,1099.98
43,10599.98
Trek Fuel EX 9.8 27.5 Plus - 2017,10599.98
223,1059.98
Electra Cruiser Lux 3i - 2018,1059.98
1506,28499.95
149,14999.98
Trek Domane SLR 8 Disc - 2018,14999.98
153,9999.98
Trek Domane SL 7 Women's - 2018,9999.98
184,3499.99
Trek Domane SL 6 Disc - 2018,3499.99
1507,8521.92
11,3361.98
Surly Straggler 650b - 2016,3361.98
39,2999.98
Trek Stache 5 - 2017,2999.98
259,1199.99
Electra Amsterdam Royal 8i Ladies - 2018,1199.99
281,319.99
Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99
293,639.98
Electra Tiger Shark 1 (20-inch) - Boys' - 2018,639.98
1508,2738.95
37,379.99
Haro Flightline One ST - 2017,379.99
52,1751.98
Surly Steamroller - 2017,1751.98
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
109,416.99
Sun Bicycles Cruz 7 - Women's - 2017,416.99
1509,1499.98
215,1499.98
Electra Queen of Hearts 3i - 2018,1499.98
1510,15988.93
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
137,2599
Heller Shagamaw GX1 - 2018,2599
142,6399.98
Trek Fuel EX 8 29 XT - 2018,6399.98
220,539.98
Electra Cruiser 1 Ladies' - 2018,539.98
251,5999.98
Electra Townie Commute Go! - 2018,5999.98
1511,8815.96
17,858
Pure Cycles Vine 8-Speed - 2016,858
41,1469.99
Haro Shift R3 - 2017,1469.99
124,2998
Surly Krampus - 2018,2998
144,3099.98
Trek Domane ALR 4 Disc - 2018,3099.98
288,389.99
Electra Straight 8 1 (20-inch) - Boy's - 2018,389.99
1512,909.99
217,909.99
Electra Straight 8 3i - 2018,909.99
1513,15349.95
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
159,4599.98
Trek Emonda ALR 6 - 2018,4599.98
166,749.99
Trek Domane AL 2 Women's - 2018,749.99
1514,11799.96
203,9999.98
Trek Powerfly 7 FS - 2018,9999.98
240,1799.98
Electra Townie Commute 27D Ladies - 2018,1799.98
1515,17719.91
27,1999.98
Surly Big Dummy Frameset - 2017,1999.98
40,4999.99
Trek Fuel EX 9.8 29 - 2017,4999.99
158,1919.98
Trek CrossRip 1 - 2018,1919.98
202,6999.98
Trek Powerfly 5 Women's - 2018,6999.98
310,1799.98
Electra Townie Commute 27D Ladies - 2018,1799.98
1516,16419.91
172,6399.98
Trek Domane ALR Disc Frameset - 2018,6399.98
196,4599.98
Trek Verve+ - 2018,4599.98
253,2599.99
Electra Townie Go! 8i Ladies' - 2018,2599.99
259,2399.98
Electra Amsterdam Royal 8i Ladies - 2018,2399.98
271,419.98
Trek Precaliber 16 Girl's - 2018,419.98
1517,6559.96
226,1359.98
Electra Townie Original 21D EQ - 2017/2018,1359.98
303,5199.98
Electra Townie Go! 8i - 2017/2018,5199.98
1518,12359.94
182,4999.98
Trek Domane SL 5 Disc - 2018,4999.98
252,5999.98
Electra Townie Commute Go! Ladies' - 2018,5999.98
304,1359.98
Electra Townie Original 21D EQ - 2017/2018,1359.98
1519,9084.94
65,346.99
Sun Bicycles Lil Bolt Type-R - 2017,346.99
85,659.98
Haro Downtown 16 - 2017,659.98
124,2998
Surly Krampus - 2018,2998
150,4499.99
Trek Emonda SL 7 - 2018,4499.99
265,579.98
Strider Strider 20 Sport - 2018,579.98
1520,13479.93
186,4499.99
Trek CrossRip+ - 2018,4499.99
188,6999.98
Trek XM700+ Lowstep - 2018,6999.98
263,179.98
Strider Classic 12 Balance Bike - 2018,179.98
310,1799.98
Electra Townie Commute 27D Ladies - 2018,1799.98
1521,5849.94
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
123,999.99
Trek Farley Carbon Frameset - 2018,999.99
135,2999.98
Trek X-Caliber Frameset - 2018,2999.98
314,1359.98
Electra Townie Original 21D EQ Ladies' - 2018,1359.98
1522,3369.97
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
117,1469.99
Trek Ticket S Frame - 2018,1469.99
141,1599.99
Trek Stache 5 - 2018,1599.99
1523,1499.98
311,1499.98
Electra Townie Commute 8D - 2018,1499.98
1524,8638.95
168,1549
Surly Straggler - 2018,1549
252,5999.98
Electra Townie Commute Go! Ladies' - 2018,5999.98
295,639.98
"Electra Treasure 1 20"" - 2018",639.98
313,449.99
Electra Townie Original 1 Ladies' - 2018,449.99
1525,11997.98
156,6499.99
Trek Domane SL Frameset - 2018,6499.99
163,2698
Surly Pack Rat - 2018,2698
193,2799.99
Trek Lift+ - 2018,2799.99
1526,8479.96
56,5499.99
Trek Domane SLR 6 Disc - 2017,5499.99
151,1549.99
Trek Domane ALR 4 Disc Women's - 2018,1549.99
238,749.99
Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99
243,679.99
Electra Townie Original 21D EQ Ladies' - 2018,679.99
1527,5021.96
33,469.99
Surly Wednesday Frameset - 2017,469.99
57,3999.98
Trek Emonda S 5 - 2017,3999.98
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
1528,859.98
229,859.98
Electra Cruiser Lux 1 - 2016/2018,859.98
1529,12299.97
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
50,11999.98
Trek Silque SLR 7 Women's - 2017,11999.98
1530,1289.97
116,749.99
Trek Marlin 7 - 2017/2018,749.99
213,539.98
Electra Cruiser 1 - 2016/2017/2018,539.98
1531,1899
128,1899
Surly ECR 27.5 - 2018,1899
1532,5999.98
209,5999.98
Trek Crockett 7 Disc - 2018,5999.98
1533,9757.93
51,6499.99
Trek Silque SLR 8 Women's - 2017,6499.99
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
96,349.99
Electra Moto 3i (20-inch) - Boy's - 2017,349.99
235,1799.98
Electra Koa 3i Ladies' - 2018,1799.98
274,459.98
Trek Precaliber 20 Boy's - 2018,459.98
1534,11769.94
117,1469.99
Trek Ticket S Frame - 2018,1469.99
172,6399.98
Trek Domane ALR Disc Frameset - 2018,6399.98
194,3499.99
Trek XM700+ - 2018,3499.99
269,399.98
Trek Precaliber 12 Boy's - 2018,399.98
1535,1409.97
75,1199.98
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1199.98
92,209.99
Haro Shredder 20 - 2017,209.99
1536,12399.95
183,2199.99
Trek Domane SL 5 Women's - 2018,2199.99
185,5599.98
Trek Conduit+ - 2018,5599.98
196,4599.98
Trek Verve+ - 2018,4599.98
1537,1699.98
237,1699.98
Electra Relic 3i - 2018,1699.98
1538,11689.93
46,2819.98
Haro SR 1.3 - 2017,2819.98
117,1469.99
Trek Ticket S Frame - 2018,1469.99
197,2299.99
Trek Verve+ Lowstep - 2018,2299.99
206,3299.99
Trek Boone 5 Disc - 2018,3299.99
306,1799.98
Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1799.98
1539,2039.96
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
12,1099.98
Electra Townie Original 21D - 2016,1099.98
1540,13711.93
71,833.98
Sun Bicycles Atlas X-Type - 2017,833.98
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
177,10999.98
Trek Domane SLR 6 Disc - 2018,10999.98
224,479.99
Electra Cruiser Lux 7D - 2018,479.99
236,749.99
Electra Morningstar 3i Ladies' - 2018,749.99
1541,32328.92
17,429
Pure Cycles Vine 8-Speed - 2016,429
86,299.98
Trek Girl's Kickster - 2017,299.98
142,6399.98
Trek Fuel EX 8 29 XT - 2018,6399.98
155,23999.98
Trek Domane SLR 9 Disc - 2018,23999.98
248,1199.98
Electra Townie Original 7D EQ Ladies' - 2017/2018,1199.98
1542,13442.92
37,759.98
Haro Flightline One ST - 2017,759.98
79,402.99
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99
122,4999.98
Surly Troll Frameset - 2018,4999.98
184,6999.98
Trek Domane SL 6 Disc - 2018,6999.98
297,279.99
"Electra Under-The-Sea 1 16"" - 2018",279.99
1543,5529.92
93,209.99
Haro Shredder 20 Girls - 2017,209.99
97,699.98
Electra Savannah 3i (20-inch) - Girl's - 2017,699.98
108,899.98
Sun Bicycles Cruz 3 - Women's - 2017,899.98
136,1799.99
Trek Procaliber 6 - 2018,1799.99
158,1919.98
Trek CrossRip 1 - 2018,1919.98
1544,7833.96
107,833.98
Sun Bicycles Cruz 7 - 2017,833.98
194,6999.98
Trek XM700+ - 2018,6999.98
1545,869.99
45,869.99
Haro SR 1.2 - 2017,869.99
1546,13349.95
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
156,6499.99
Trek Domane SL Frameset - 2018,6499.99
185,5599.98
Trek Conduit+ - 2018,5599.98
215,749.99
Electra Queen of Hearts 3i - 2018,749.99
1547,4499.97
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
204,3599.99
Trek Super Commuter+ 7 - 2018,3599.99
1548,10969.96
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
62,6999.98
Trek Boone 7 - 2017,6999.98
202,3499.99
Trek Powerfly 5 Women's - 2018,3499.99
1549,4329.94
119,469.99
Trek Kids' Neko - 2018,469.99
158,959.99
Trek CrossRip 1 - 2018,959.99
242,1399.98
Electra Townie Commute 8D Ladies' - 2018,1399.98
249,1499.98
Electra White Water 3i - 2018,1499.98
1550,13179.92
86,299.98
Trek Girl's Kickster - 2017,299.98
148,5499.99
Trek Domane SL 8 Disc - 2018,5499.99
185,5599.98
Trek Conduit+ - 2018,5599.98
245,659.99
Electra Townie Original 3i EQ - 2017/2018,659.99
315,1119.98
Electra Townie Original 21D Ladies' - 2018,1119.98
1551,7999.98
207,7999.98
Trek Boone 7 Disc - 2018,7999.98
1552,5239.97
41,2939.98
Haro Shift R3 - 2017,2939.98
197,2299.99
Trek Verve+ Lowstep - 2018,2299.99
1553,4249.96
12,549.99
Electra Townie Original 21D - 2016,549.99
89,209.99
Trek Precaliber 16 Boys - 2017,209.99
102,489.99
Electra Townie Original 7D - 2017,489.99
251,2999.99
Electra Townie Commute Go! - 2018,2999.99
1554,1029.98
166,749.99
Trek Domane AL 2 Women's - 2018,749.99
285,279.99
Electra Soft Serve 1 (16-inch) - Girl's - 2018,279.99
1555,15067.95
24,1099.98
Electra Townie Original 21D - 2016,1099.98
126,469.99
Surly Big Fat Dummy Frameset - 2018,469.99
128,3798
Surly ECR 27.5 - 2018,3798
156,6499.99
Trek Domane SL Frameset - 2018,6499.99
174,3199.99
Trek Domane SLR Disc Frameset - 2018,3199.99
1556,10689.92
49,6999.98
Trek Domane SL 6 - 2017,6999.98
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
119,939.98
Trek Kids' Neko - 2018,939.98
235,1799.98
Electra Koa 3i Ladies' - 2018,1799.98
265,289.99
Strider Strider 20 Sport - 2018,289.99
1557,2698
163,2698
Surly Pack Rat - 2018,2698
1558,12019.94
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
46,2819.98
Haro SR 1.3 - 2017,2819.98
55,2699.99
Trek Domane S 6 - 2017,2699.99
123,999.99
Trek Farley Carbon Frameset - 2018,999.99
253,2599.99
Electra Townie Go! 8i Ladies' - 2018,2599.99
1559,7848.95
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
54,6399.98
Trek Domane SL Disc Frameset - 2017,6399.98
101,679.98
Electra Townie 7D (20-inch) - Boys' - 2017,679.98
221,319.99
Electra Cruiser 7D Ladies' - 2016/2018,319.99
1560,3469.97
41,1469.99
Haro Shift R3 - 2017,1469.99
118,1999.98
Trek X-Caliber 8 - 2018,1999.98
1561,4959.96
181,4399.98
Trek Domane SL 5 - 2018,4399.98
297,559.98
"Electra Under-The-Sea 1 16"" - 2018",559.98
1562,9850.96
54,3199.99
Trek Domane SL Disc Frameset - 2017,3199.99
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
115,6399.98
Trek Fuel EX 8 29 - 2018,6399.98
1563,3499.99
188,3499.99
Trek XM700+ Lowstep - 2018,3499.99
1564,1169.98
14,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
309,899.99
Electra Townie Commute 27D - 2018,899.99
1565,3149.94
37,379.99
Haro Flightline One ST - 2017,379.99
92,209.99
Haro Shredder 20 - 2017,209.99
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
226,1359.98
Electra Townie Original 21D EQ - 2017/2018,1359.98
261,899.99
Electra Townie Balloon 7i EQ - 2018,899.99
1566,10919.97
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
179,919.99
Trek Domane AL 3 - 2018,919.99
1567,319.99
279,319.99
Trek Precaliber 24 7-speed Girl's - 2018,319.99
1568,6433.97
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
146,4999.99
Trek Domane SLR 6 - 2018,4999.99
301,899.99
Electra Townie Balloon 7i EQ - 2018,899.99
1569,2999.99
252,2999.99
Electra Townie Commute Go! Ladies' - 2018,2999.99
1570,11999.99
155,11999.99
Trek Domane SLR 9 Disc - 2018,11999.99
1571,3159.95
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
212,559.99
Electra Townie Original 21D - 2018,559.99
312,1399.98
Electra Townie Commute 8D Ladies' - 2018,1399.98
1572,9359.94
115,3199.99
Trek Fuel EX 8 29 - 2018,3199.99
198,2999.99
Electra Townie Commute Go! - 2018,2999.99
216,1799.98
Electra Super Moto 8i - 2018,1799.98
304,1359.98
Electra Townie Original 21D EQ - 2017/2018,1359.98
1573,6959.92
9,2999.99
Trek Conduit+ - 2016,2999.99
15,1059.98
Electra Moto 1 - 2016,1059.98
129,919.99
Trek X-Caliber 7 - 2018,919.99
216,1799.98
Electra Super Moto 8i - 2018,1799.98
263,179.98
Strider Classic 12 Balance Bike - 2018,179.98
1574,469.99
127,469.99
Surly Pack Rat Frameset - 2018,469.99
1575,10169.92
44,539.99
Haro SR 1.1 - 2017,539.99
92,419.98
Haro Shredder 20 - 2017,419.98
126,939.98
Surly Big Fat Dummy Frameset - 2018,939.98
207,7999.98
Trek Boone 7 Disc - 2018,7999.98
213,269.99
Electra Cruiser 1 - 2016/2017/2018,269.99
1576,7736.96
69,416.99
Sun Bicycles Cruz 7 - 2017,416.99
202,6999.98
Trek Powerfly 5 Women's - 2018,6999.98
293,319.99
Electra Tiger Shark 1 (20-inch) - Boys' - 2018,319.99
1577,8859.92
111,941.98
Sun Bicycles Drifter 7 - Women's - 2017,941.98
131,5198
Heller Bloodhound Trail - 2018,5198
282,559.98
Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,559.98
298,559.98
Electra Water Lily 1 (16-inch) - Girl's - 2018,559.98
300,1599.98
Electra Townie Balloon 3i EQ Ladies' - 2018,1599.98
1578,9599.95
204,7199.98
Trek Super Commuter+ 7 - 2018,7199.98
241,1499.98
Electra Townie Commute 8D - 2018,1499.98
310,899.99
Electra Townie Commute 27D Ladies - 2018,899.99
1579,5373.95
49,3499.99
Trek Domane SL 6 - 2017,3499.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
214,899.99
Electra Tiger Shark 3i - 2018,899.99
286,279.99
"Electra Starship 1 16"" - 2018",279.99
1580,1239.96
86,299.98
Trek Girl's Kickster - 2017,299.98
119,939.98
Trek Kids' Neko - 2018,939.98
1581,779.98
64,489.99
Electra Townie Original 7D - 2017,489.99
272,289.99
Trek Precaliber 20 6-speed Boy's - 2018,289.99
1582,3599.97
75,599.99
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99
133,2999.98
Trek Procaliber Frameset - 2018,2999.98
1583,1109.97
15,529.99
Electra Moto 1 - 2016,529.99
265,579.98
Strider Strider 20 Sport - 2018,579.98
1584,15239.92
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
45,1739.98
Haro SR 1.2 - 2017,1739.98
147,3599.98
Trek Domane ALR 5 Gravel - 2018,3599.98
187,2799.99
Trek Neko+ - 2018,2799.99
216,1799.98
Electra Super Moto 8i - 2018,1799.98
1585,12449.93
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
191,2799.99
Electra Loft Go! 8i - 2018,2799.99
207,7999.98
Trek Boone 7 Disc - 2018,7999.98
313,449.99
Electra Townie Original 1 Ladies' - 2018,449.99
1586,5262.94
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
36,832.99
Surly Troll Frameset - 2017,832.99
173,3199.99
Trek Domane ALR Frameset - 2018,3199.99
277,369.99
Trek Precaliber 24 21-speed Boy's - 2018,369.99
295,319.99
"Electra Treasure 1 20"" - 2018",319.99
1587,10377.93
63,6999.98
Trek Boone Race Shop Limited - 2017,6999.98
78,1295.98
Sun Bicycles Biscayne Tandem CB - 2017,1295.98
104,481.99
Sun Bicycles Streamway - 2017,481.99
300,1599.98
Electra Townie Balloon 3i EQ Ladies' - 2018,1599.98
1588,419.98
93,419.98
Haro Shredder 20 Girls - 2017,419.98
1589,7079.95
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
246,1279.98
Electra Townie Original 3i EQ Ladies' - 2018,1279.98
260,799.99
Electra Townie Balloon 3i EQ Ladies' - 2018,799.99
1590,7299.96
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
175,6399.98
Trek Domane SLR Frameset - 2018,6399.98
248,599.99
Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99
1591,6989.91
97,699.98
Electra Savannah 3i (20-inch) - Girl's - 2017,699.98
126,939.98
Surly Big Fat Dummy Frameset - 2018,939.98
138,4499.98
Trek Fuel EX 5 Plus - 2018,4499.98
265,289.99
Strider Strider 20 Sport - 2018,289.99
286,559.98
"Electra Starship 1 16"" - 2018",559.98
1592,18817.94
9,2999.99
Trek Conduit+ - 2016,2999.99
40,9999.98
Trek Fuel EX 9.8 29 - 2017,9999.98
159,2299.99
Trek Emonda ALR 6 - 2018,2299.99
211,3098
Surly Straggler 650b - 2018,3098
271,419.98
Trek Precaliber 16 Girl's - 2018,419.98
1593,20186.92
34,469.99
Trek Session DH 27.5 Carbon Frameset - 2017,469.99
97,699.98
Electra Savannah 3i (20-inch) - Girl's - 2017,699.98
107,416.99
Sun Bicycles Cruz 7 - 2017,416.99
169,12999.98
Trek Emonda SLR 8 - 2018,12999.98
190,5599.98
Trek Dual Sport+ - 2018,5599.98
1594,1339.97
79,805.98
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,805.98
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
1595,379.99
112,379.99
Trek 820 - 2018,379.99
1596,798.99
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
91,349.99
Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99
1597,5799.98
59,2599.99
Trek Domane S 5 Disc - 2017,2599.99
176,3199.99
Trek Madone 9 Frameset - 2018,3199.99
1598,7789.96
49,6999.98
Trek Domane SL 6 - 2017,6999.98
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
247,599.99
Electra Townie Original 7D EQ - 2018,599.99
1599,963.98
104,963.98
Sun Bicycles Streamway - 2017,963.98
1600,6152.97
36,832.99
Surly Troll Frameset - 2017,832.99
146,4999.99
Trek Domane SLR 6 - 2018,4999.99
295,319.99
"Electra Treasure 1 20"" - 2018",319.99
1601,12168.93
7,7999.98
Trek Slash 8 27.5 - 2016,7999.98
10,1549
Surly Straggler - 2016,1549
114,1159.98
Trek Marlin 6 - 2018,1159.98
180,919.99
Trek Domane AL 3 Women's - 2018,919.99
220,539.98
Electra Cruiser 1 Ladies' - 2018,539.98
1602,3473.93
37,379.99
Haro Flightline One ST - 2017,379.99
71,833.98
Sun Bicycles Atlas X-Type - 2017,833.98
257,1799.98
Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1799.98
275,459.98
Trek Precaliber 20 Girl's - 2018,459.98
1603,459.98
275,459.98
Trek Precaliber 20 Girl's - 2018,459.98
1604,209.99
271,209.99
Trek Precaliber 16 Girl's - 2018,209.99
1605,10019.94
29,999.99
Trek X-Caliber 8 - 2017,999.99
72,619.99
Sun Bicycles Biscayne Tandem 7 - 2017,619.99
132,2999.98
Trek Procal AL Frameset - 2018,2999.98
186,4499.99
Trek CrossRip+ - 2018,4499.99
301,899.99
Electra Townie Balloon 7i EQ - 2018,899.99
1606,869.98
245,659.99
Electra Townie Original 3i EQ - 2017/2018,659.99
271,209.99
Trek Precaliber 16 Girl's - 2018,209.99
1607,999.99
29,999.99
Trek X-Caliber 8 - 2017,999.99
1608,1059.98
231,1059.98
Electra Cruiser Lux 3i Ladies' - 2018,1059.98
1609,3023.94
96,349.99
Electra Moto 3i (20-inch) - Boy's - 2017,349.99
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
228,639.98
Electra Cruiser 7D Tall - 2016/2018,639.98
